state,institution,year,faculty,enrolments
Western Australia,Non-University Higher Education Providers,2024,Creative Arts,459
Western Australia,Non-University Higher Education Providers,2024,"Food, Hospitality and Personal Services",71
Western Australia,Non-University Higher Education Providers,2024,Non-Award Courses,113
Western Australia,The University of Notre Dame Australia,2020,Natural and Physical Sciences,378
Western Australia,The University of Notre Dame Australia,2020,Information Technology,5
Western Australia,The University of Notre Dame Australia,2020,Architecture and Building,56
Western Australia,The University of Notre Dame Australia,2020,Health,5696
Western Australia,The University of Notre Dame Australia,2020,Education,3053
Western Australia,The University of Notre Dame Australia,2020,Management and Commerce,931
Western Australia,The University of Notre Dame Australia,2020,Society and Culture,2637
Western Australia,The University of Notre Dame Australia,2020,Creative Arts,27
Western Australia,The University of Notre Dame Australia,2020,Mixed Field Programmes,289
Western Australia,The University of Notre Dame Australia,2020,Non-Award Courses,62
Western Australia,The University of Notre Dame Australia,2021,Natural and Physical Sciences,367
Western Australia,The University of Notre Dame Australia,2021,Information Technology,5
Western Australia,The University of Notre Dame Australia,2021,Architecture and Building,54
Western Australia,The University of Notre Dame Australia,2021,Health,5530
Western Australia,The University of Notre Dame Australia,2021,Education,2964
Western Australia,The University of Notre Dame Australia,2021,Management and Commerce,904
Western Australia,The University of Notre Dame Australia,2021,Society and Culture,2560
Western Australia,The University of Notre Dame Australia,2021,Creative Arts,27
Western Australia,The University of Notre Dame Australia,2021,Mixed Field Programmes,280
Western Australia,The University of Notre Dame Australia,2021,Non-Award Courses,61
Western Australia,The University of Notre Dame Australia,2022,Natural and Physical Sciences,351
Western Australia,The University of Notre Dame Australia,2022,Information Technology,5
Western Australia,The University of Notre Dame Australia,2022,Architecture and Building,52
Western Australia,The University of Notre Dame Australia,2022,Health,5295
Western Australia,The University of Notre Dame Australia,2022,Education,2838
Western Australia,The University of Notre Dame Australia,2022,Management and Commerce,865
Western Australia,The University of Notre Dame Australia,2022,Society and Culture,2451
Western Australia,The University of Notre Dame Australia,2022,Creative Arts,26
Western Australia,The University of Notre Dame Australia,2022,Mixed Field Programmes,268
Western Australia,The University of Notre Dame Australia,2022,Non-Award Courses,58
Western Australia,The University of Notre Dame Australia,2023,Natural and Physical Sciences,338
Western Australia,The University of Notre Dame Australia,2023,Information Technology,5
Western Australia,The University of Notre Dame Australia,2023,Architecture and Building,50
Western Australia,The University of Notre Dame Australia,2023,Health,5106
Western Australia,The University of Notre Dame Australia,2023,Education,2737
Western Australia,The University of Notre Dame Australia,2023,Management and Commerce,834
Western Australia,The University of Notre Dame Australia,2023,Society and Culture,2363
Western Australia,The University of Notre Dame Australia,2023,Creative Arts,25
Western Australia,The University of Notre Dame Australia,2023,Mixed Field Programmes,259
Western Australia,The University of Notre Dame Australia,2023,Non-Award Courses,56
Western Australia,The University of Notre Dame Australia,2024,Natural and Physical Sciences,357
Western Australia,The University of Notre Dame Australia,2024,Information Technology,5
Western Australia,The University of Notre Dame Australia,2024,Architecture and Building,53
Western Australia,The University of Notre Dame Australia,2024,Health,5386
Western Australia,The University of Notre Dame Australia,2024,Education,2887
Western Australia,The University of Notre Dame Australia,2024,Management and Commerce,880
Western Australia,The University of Notre Dame Australia,2024,Society and Culture,2493
Western Australia,The University of Notre Dame Australia,2024,Creative Arts,26
Western Australia,The University of Notre Dame Australia,2024,Mixed Field Programmes,273
Western Australia,The University of Notre Dame Australia,2024,Non-Award Courses,59
Western Australia,The University of Western Australia,2020,Natural and Physical Sciences,6098
Western Australia,The University of Western Australia,2020,Information Technology,1007
Western Australia,The University of Western Australia,2020,Engineering and Related Technologies,2989
Western Australia,The University of Western Australia,2020,Architecture and Building,610
Western Australia,The University of Western Australia,2020,"Agriculture, Environmental and Related Studies",613
Western Australia,The University of Western Australia,2020,Health,2833
Western Australia,The University of Western Australia,2020,Education,264
Western Australia,The University of Western Australia,2020,Management and Commerce,5646
Western Australia,The University of Western Australia,2020,Society and Culture,4870
Western Australia,The University of Western Australia,2020,Creative Arts,257
Western Australia,The University of Western Australia,2020,Mixed Field Programmes,36
Western Australia,The University of Western Australia,2020,Non-Award Courses,186
Western Australia,The University of Western Australia,2021,Natural and Physical Sciences,6664
Western Australia,The University of Western Australia,2021,Information Technology,1101
Western Australia,The University of Western Australia,2021,Engineering and Related Technologies,3266
Western Australia,The University of Western Australia,2021,Architecture and Building,667
Western Australia,The University of Western Australia,2021,"Agriculture, Environmental and Related Studies",670
Western Australia,The University of Western Australia,2021,Health,3096
Western Australia,The University of Western Australia,2021,Education,289
Western Australia,The University of Western Australia,2021,Management and Commerce,6169
Western Australia,The University of Western Australia,2021,Society and Culture,5322
Western Australia,The University of Western Australia,2021,Creative Arts,281
Western Australia,The University of Western Australia,2021,Mixed Field Programmes,39
Western Australia,The University of Western Australia,2021,Non-Award Courses,203
Western Australia,The University of Western Australia,2022,Natural and Physical Sciences,6584
Western Australia,The University of Western Australia,2022,Information Technology,1088
Western Australia,The University of Western Australia,2022,Engineering and Related Technologies,3228
Western Australia,The University of Western Australia,2022,Architecture and Building,659
Western Australia,The University of Western Australia,2022,"Agriculture, Environmental and Related Studies",662
Western Australia,The University of Western Australia,2022,Health,3059
Western Australia,The University of Western Australia,2022,Education,285
Western Australia,The University of Western Australia,2022,Management and Commerce,6096
Western Australia,The University of Western Australia,2022,Society and Culture,5259
Western Australia,The University of Western Australia,2022,Creative Arts,277
Western Australia,The University of Western Australia,2022,Mixed Field Programmes,38
Western Australia,The University of Western Australia,2022,Non-Award Courses,201
Western Australia,The University of Western Australia,2023,Natural and Physical Sciences,6764
Western Australia,The University of Western Australia,2023,Information Technology,1117
Western Australia,The University of Western Australia,2023,Engineering and Related Technologies,3315
Western Australia,The University of Western Australia,2023,Architecture and Building,677
Western Australia,The University of Western Australia,2023,"Agriculture, Environmental and Related Studies",680
Western Australia,The University of Western Australia,2023,Health,3142
Western Australia,The University of Western Australia,2023,Education,293
Western Australia,The University of Western Australia,2023,Management and Commerce,6262
Western Australia,The University of Western Australia,2023,Society and Culture,5402
Western Australia,The University of Western Australia,2023,Creative Arts,285
Western Australia,The University of Western Australia,2023,Mixed Field Programmes,39
Western Australia,The University of Western Australia,2023,Non-Award Courses,206
Western Australia,The University of Western Australia,2024,Natural and Physical Sciences,7385
Western Australia,The University of Western Australia,2024,Information Technology,1220
Western Australia,The University of Western Australia,2024,Engineering and Related Technologies,3620
Western Australia,The University of Western Australia,2024,Architecture and Building,739
Western Australia,The University of Western Australia,2024,"Agriculture, Environmental and Related Studies",742
Western Australia,The University of Western Australia,2024,Health,3431
Western Australia,The University of Western Australia,2024,Education,320
Western Australia,The University of Western Australia,2024,Management and Commerce,6837
